Mes,Player,Regiao,Faixa_Etaria,Plano,Genero_Preferido,Dispositivo_Principal,Assinantes,Novos_Assinantes,Cancelamentos,Churn_Pct,Market_Share_Pct,Preco_Mensal,Horas_Assistidas_Mes,Satisfacao,NPS,Titulos_Catalogo,Lancamentos_Mes,CAC,Receita_Estimada
2025-05,Flixora,Sul,45-54,Com anúncios,Reality,Smart TV,17487,672,1159,6.63,19.55,34.9,34.2,8.01,41,4259,35,23.87,610296.3
2025-05,Flixora,Sul,45-54,Com anúncios,Infantil,Notebook,14583,692,956,6.56,20.99,34.9,37.1,7.93,62,4940,29,29.14,508946.7
2025-05,Flixora,Sul,45-54,Padrão,Séries,Smart TV,16755,798,1238,7.39,17.38,34.9,48.3,7.77,45,4170,24,23.07,584749.5
2025-05,Flixora,Sul,45-54,Padrão,Filmes,Celular,21945,1097,1567,7.14,19.67,34.9,32.7,7.71,44,4262,20,35.88,765880.5
2025-05,Flixora,Sul,45-54,Padrão,Documentários,Celular,11198,518,788,7.04,19.28,34.9,17.8,7.63,42,4581,32,37.7,390810.2
2025-05,Flixora,Sul,45-54,Padrão,Reality,Smart TV,12551,462,991,7.9,19.42,34.9,33.9,7.98,53,3721,19,29.69,438029.9
2025-05,Flixora,Sul,45-54,Padrão,Infantil,Tablet,19505,1442,1496,7.67,22.67,34.9,34.6,7.41,57,4409,21,31.0,680724.5
2025-05,Flixora,Sul,45-54,Premium,Séries,Smart TV,17347,1369,1211,6.98,21.64,34.9,47.7,7.68,39,4284,23,40.23,605410.3
2025-05,Flixora,Sul,45-54,Premium,Filmes,Celular,14751,917,1029,6.98,22.64,34.9,41.8,7.84,67,4258,22,34.08,514809.9
2025-05,Flixora,Sul,45-54,Premium,Documentários,Smart TV,16891,898,1089,6.45,19.87,34.9,19.3,7.78,49,3974,19,33.08,589495.9
2025-05,Flixora,Sul,45-54,Premium,Reality,Smart TV,11209,584,823,7.35,21.59,34.9,38.3,7.79,62,4049,34,32.92,391194.1
2025-05,Flixora,Sul,45-54,Premium,Infantil,Smart TV,19911,789,1229,6.17,19.57,34.9,41.4,8.09,61,4065,17,25.23,694893.9
2025-05,Flixora,Sul,55+,Com anúncios,Séries,Smart TV,18557,772,1209,6.52,21.04,34.9,52.6,7.92,64,4116,22,31.34,647639.3
2025-05,Flixora,Sul,55+,Com anúncios,Filmes,Notebook,10696,651,707,6.62,20.04,34.9,33.2,7.71,69,3195,28,35.27,373290.4
2025-05,Flixora,Sul,55+,Com anúncios,Documentários,Celular,16085,847,1050,6.53,20.8,34.9,20.6,7.62,56,3744,23,26.98,561366.5
2025-05,Flixora,Sul,55+,Com anúncios,Reality,Smart TV,13489,959,786,5.83,18.71,34.9,35.9,7.73,62,4384,18,25.52,470766.1
2025-05,Flixora,Sul,55+,Com anúncios,Infantil,Smart TV,15970,1386,1088,6.82,20.66,34.9,37.8,7.52,55,4291,26,39.23,557353.0
2025-05,Flixora,Sul,55+,Padrão,Séries,Celular,12978,591,855,6.59,18.91,34.9,41.3,8.07,48,4330,23,40.84,452932.2
2025-05,Flixora,Sul,55+,Padrão,Filmes,Smart TV,11137,459,835,7.5,19.93,34.9,39.0,7.52,49,3883,31,28.4,388681.3
2025-05,Flixora,Sul,55+,Padrão,Documentários,Smart TV,16858,1002,1229,7.29,19.1,34.9,14.5,7.84,53,4265,25,38.14,588344.2
2025-05,Flixora,Sul,55+,Padrão,Reality,Celular,12288,714,819,6.67,19.39,34.9,29.0,7.97,66,4119,36,27.25,428851.2
2025-05,Flixora,Sul,55+,Padrão,Infantil,Notebook,16400,1181,923,5.63,20.16,34.9,29.3,7.63,52,4906,29,23.79,572360.0
2025-05,Flixora,Sul,55+,Premium,Séries,Smart TV,16476,824,1122,6.81,20.12,34.9,46.8,7.56,56,4393,29,31.75,575012.4
2025-05,Flixora,Sul,55+,Premium,Filmes,Celular,17595,1488,957,5.44,19.01,34.9,24.6,7.27,46,4375,27,38.26,614065.5
2025-05,Flixora,Sul,55+,Premium,Documentários,Celular,18308,1268,1409,7.7,21.16,34.9,22.4,8.22,59,3915,35,31.71,638949.2
2025-05,Flixora,Sul,55+,Premium,Reality,Celular,10805,763,664,6.15,19.07,34.9,26.7,7.83,51,3622,14,37.38,377094.5
2025-05,Flixora,Sul,55+,Premium,Infantil,Celular,3807,270,277,7.29,19.24,34.9,48.6,7.84,59,3790,13,33.55,132864.3
2025-05,Flixora,Nordeste,18-24,Com anúncios,Séries,Smart TV,24328,1173,1597,6.57,19.29,34.9,49.7,7.72,41,4557,22,12.25,849047.2
2025-05,Flixora,Nordeste,18-24,Com anúncios,Filmes,Smart TV,11435,599,799,6.99,21.42,34.9,40.0,7.97,61,4497,25,25.23,399081.5
2025-05,Flixora,Nordeste,18-24,Com anúncios,Documentários,Smart TV,15088,759,1184,7.85,19.06,34.9,18.7,7.22,51,3977,19,38.3,526571.2
2025-05,Flixora,Nordeste,18-24,Com anúncios,Reality,Celular,13993,1223,864,6.18,20.28,34.9,30.6,7.64,39,3960,31,35.06,488355.7
2025-05,Flixora,Nordeste,18-24,Com anúncios,Infantil,Tablet,24079,1202,1710,7.1,18.71,34.9,44.1,7.57,49,4437,22,36.17,840357.1
2025-05,Flixora,Nordeste,18-24,Padrão,Séries,Celular,5806,305,411,7.09,22.59,34.9,51.8,7.62,45,3604,22,26.37,202629.4
2025-05,Flixora,Nordeste,18-24,Padrão,Filmes,Smart TV,9857,637,694,7.05,19.18,34.9,34.2,8.04,65,4512,31,34.58,344009.3
2025-05,Flixora,Nordeste,18-24,Padrão,Documentários,Console,14806,562,806,5.45,20.29,34.9,30.6,7.71,39,3866,19,38.71,516729.4
2025-05,Flixora,Nordeste,18-24,Padrão,Reality,Smart TV,15545,941,953,6.13,18.98,34.9,34.6,7.96,54,4671,25,26.01,542520.5
2025-05,Flixora,Nordeste,18-24,Padrão,Infantil,Notebook,13200,693,819,6.21,19.37,34.9,34.5,7.81,48,3603,20,27.18,460680.0
2025-05,Flixora,Nordeste,18-24,Premium,Séries,Celular,16337,1419,1201,7.36,21.84,34.9,49.5,7.31,52,3941,34,24.71,570161.3
2025-05,Flixora,Nordeste,18-24,Premium,Filmes,Celular,18627,1040,1082,5.81,20.6,34.9,38.2,7.75,54,3969,20,30.33,650082.3
2025-05,Flixora,Nordeste,18-24,Premium,Documentários,Celular,12538,664,667,5.32,20.47,34.9,25.6,7.57,42,4199,29,25.33,437576.2
2025-05,Flixora,Nordeste,18-24,Premium,Reality,Smart TV,10259,490,737,7.19,18.08,34.9,28.8,7.72,63,4021,26,24.54,358039.1
2025-05,Flixora,Nordeste,18-24,Premium,Infantil,Notebook,18500,753,1273,6.89,20.08,34.9,42.9,7.78,46,4004,16,32.15,645650.0
2025-05,Flixora,Nordeste,25-34,Com anúncios,Séries,Celular,13863,825,920,6.64,19.72,34.9,35.3,8.33,54,4153,14,30.47,483818.7
2025-05,Flixora,Nordeste,25-34,Com anúncios,Filmes,Smart TV,18730,1316,1132,6.05,18.2,34.9,35.8,7.41,45,4318,8,29.18,653677.0
2025-05,Flixora,Nordeste,25-34,Com anúncios,Documentários,Celular,15563,600,1078,6.93,20.06,34.9,31.7,7.81,43,4388,22,26.9,543148.7
2025-05,Flixora,Nordeste,25-34,Com anúncios,Reality,Celular,13919,710,1002,7.2,20.22,34.9,28.8,7.42,43,3562,16,28.79,485773.1
2025-05,Flixora,Nordeste,25-34,Com anúncios,Infantil,Celular,14142,1257,940,6.65,18.55,34.9,41.7,7.39,48,4331,18,32.51,493555.8
2025-05,Flixora,Nordeste,25-34,Padrão,Séries,Notebook,18326,1092,1233,6.73,19.23,34.9,47.9,7.41,45,3766,22,35.58,639577.4
2025-05,Flixora,Nordeste,25-34,Padrão,Filmes,Notebook,19252,1178,1303,6.77,19.14,34.9,29.0,7.97,71,3694,40,28.71,671894.8
2025-05,Flixora,Nordeste,25-34,Padrão,Documentários,Smart TV,10972,975,718,6.55,19.75,34.9,15.5,7.49,62,4206,30,24.09,382922.8
2025-05,Flixora,Nordeste,25-34,Padrão,Reality,Console,11275,613,829,7.36,19.34,34.9,30.3,7.58,57,3886,32,28.27,393497.5
2025-05,Flixora,Nordeste,25-34,Padrão,Infantil,Celular,19192,1264,1312,6.84,19.94,34.9,39.6,8.04,77,4172,9,32.21,669800.8
2025-05,Flixora,Nordeste,25-34,Premium,Séries,Celular,16100,773,1087,6.75,18.61,34.9,37.9,8.07,54,4501,9,31.85,561890.0
2025-05,Flixora,Nordeste,25-34,Premium,Filmes,Notebook,15006,722,1031,6.87,18.22,34.9,34.7,7.43,51,4082,15,34.87,523709.4
2025-05,Flixora,Nordeste,25-34,Premium,Documentários,Celular,16113,671,1184,7.35,20.24,34.9,24.0,7.84,53,3176,13,38.31,562343.7
2025-05,Flixora,Nordeste,25-34,Premium,Reality,Celular,18571,970,1235,6.66,18.91,34.9,38.1,7.71,49,3885,24,46.89,648127.9
2025-05,Flixora,Nordeste,25-34,Premium,Infantil,Celular,11751,695,780,6.64,18.94,34.9,33.0,7.75,49,4519,25,27.98,410109.9
2025-05,Flixora,Nordeste,35-44,Com anúncios,Séries,Celular,13423,1146,910,6.78,19.91,34.9,42.7,7.83,48,4425,30,32.84,468462.7
2025-05,Flixora,Nordeste,35-44,Com anúncios,Filmes,Smart TV,13742,730,912,6.64,19.72,34.9,34.7,8.01,59,3914,24,29.47,479595.8
2025-05,Flixora,Nordeste,35-44,Com anúncios,Documentários,Smart TV,11060,842,832,7.53,19.49,34.9,23.7,7.23,52,4091,22,35.49,385994.0
2025-05,Flixora,Nordeste,35-44,Com anúncios,Reality,Celular,17513,787,1307,7.47,20.22,34.9,31.5,7.74,49,5146,25,29.71,611203.7
2025-05,Flixora,Nordeste,35-44,Com anúncios,Infantil,Smart TV,18837,1089,1103,5.86,19.18,34.9,39.4,7.62,52,4055,12,35.63,657411.3
2025-05,Flixora,Nordeste,35-44,Padrão,Séries,Celular,15688,738,1010,6.44,20.47,34.9,48.4,7.67,45,3600,35,29.06,547511.2
2025-05,Flixora,Nordeste,35-44,Padrão,Filmes,Tablet,14740,805,1102,7.48,22.15,34.9,34.6,7.53,55,4477,37,40.64,514426.0
2025-05,Flixora,Nordeste,35-44,Padrão,Documentários,Celular,16238,1430,1267,7.8,19.7,34.9,16.8,7.48,58,4437,27,33.19,566706.2
2025-05,Flixora,Nordeste,35-44,Padrão,Reality,Tablet,15949,596,989,6.2,21.48,34.9,32.6,7.39,54,4523,25,19.4,556620.1
2025-05,Flixora,Nordeste,35-44,Padrão,Infantil,Notebook,19159,795,1288,6.72,19.25,34.9,36.6,7.16,39,3730,37,35.3,668649.1
2025-05,Flixora,Nordeste,35-44,Premium,Séries,Smart TV,15545,646,1034,6.66,19.19,34.9,41.6,8.12,65,4224,12,33.98,542520.5
2025-05,Flixora,Nordeste,35-44,Premium,Filmes,Smart TV,9353,574,614,6.57,20.05,34.9,29.7,7.77,56,3961,21,22.46,326419.7
2025-05,Flixora,Nordeste,35-44,Premium,Documentários,Notebook,17243,1400,1137,6.6,20.33,34.9,17.7,7.29,52,4380,26,28.57,601780.7
2025-05,Flixora,Nordeste,35-44,Premium,Reality,Celular,17201,994,1319,7.67,17.51,34.9,35.7,7.66,42,3936,10,25.58,600314.9
2025-05,Flixora,Nordeste,35-44,Premium,Infantil,Console,15239,1053,1015,6.66,19.2,34.9,41.4,7.73,53,3661,15,38.91,531841.1
2025-05,Flixora,Nordeste,45-54,Com anúncios,Séries,Notebook,15719,1185,1028,6.54,19.61,34.9,25.6,8.01,60,3209,41,14.17,548593.1
2025-05,Flixora,Nordeste,45-54,Com anúncios,Filmes,Celular,11862,997,884,7.46,19.81,34.9,30.0,7.61,49,4603,31,26.77,413983.8
2025-05,Flixora,Nordeste,45-54,Com anúncios,Documentários,Smart TV,8492,750,575,6.77,20.76,34.9,25.2,7.8,52,4118,34,29.78,296370.8
2025-05,Flixora,Nordeste,45-54,Com anúncios,Reality,Smart TV,24238,1798,1879,7.75,19.95,34.9,28.7,7.56,56,4351,24,34.21,845906.2
2025-05,Flixora,Nordeste,45-54,Com anúncios,Infantil,Smart TV,9813,845,756,7.71,20.08,34.9,31.1,7.63,53,4090,21,37.44,342473.7
2025-05,Flixora,Nordeste,45-54,Padrão,Séries,Tablet,20060,1136,1475,7.36,20.1,34.9,39.1,7.92,56,4329,23,17.82,700094.0
2025-05,Flixora,Nordeste,45-54,Padrão,Filmes,Celular,7187,588,563,7.84,20.17,34.9,36.0,8.05,60,4467,18,33.93,250826.3
2025-05,Flixora,Nordeste,45-54,Padrão,Documentários,Celular,14014,1016,984,7.03,19.43,34.9,32.8,7.84,59,4511,23,31.68,489088.6
2025-05,Flixora,Nordeste,45-54,Padrão,Reality,Celular,12632,452,802,6.35,20.24,34.9,41.7,7.62,54,3173,27,44.83,440856.8
2025-05,Flixora,Nordeste,45-54,Padrão,Infantil,Console,18793,1462,1106,5.89,19.26,34.9,34.6,7.59,49,3750,27,39.21,655875.7
2025-05,Flixora,Nordeste,45-54,Premium,Séries,Notebook,11645,932,803,6.9,20.78,34.9,47.9,7.68,60,3651,11,35.3,406410.5
2025-05,Flixora,Nordeste,45-54,Premium,Filmes,Celular,12355,992,880,7.13,18.75,34.9,41.0,7.5,52,4659,17,31.91,431189.5
2025-05,Flixora,Nordeste,45-54,Premium,Documentários,Smart TV,13152,1173,960,7.3,18.42,34.9,20.6,8.02,53,3684,20,33.67,459004.8
2025-05,Flixora,Nordeste,45-54,Premium,Reality,Smart TV,17775,1320,1318,7.42,19.59,34.9,45.5,7.57,35,3929,18,45.84,620347.5
2025-05,Flixora,Nordeste,45-54,Premium,Infantil,Celular,7119,269,371,5.22,21.22,34.9,42.1,7.61,63,4241,17,32.61,248453.1
2025-05,Flixora,Nordeste,55+,Com anúncios,Séries,Celular,15906,1016,1123,7.06,20.65,34.9,36.8,7.52,62,4314,14,34.08,555119.4
2025-05,Flixora,Nordeste,55+,Com anúncios,Filmes,Celular,19235,1430,1337,6.95,20.76,34.9,33.2,7.55,44,3797,29,33.78,671301.5
2025-05,Flixora,Nordeste,55+,Com anúncios,Documentários,Celular,18250,1551,1398,7.66,19.36,34.9,25.6,7.78,59,3925,9,43.9,636925.0
2025-05,Flixora,Nordeste,55+,Com anúncios,Reality,Smart TV,13139,631,1027,7.82,19.29,34.9,34.3,7.83,62,4189,25,41.73,458551.1
2025-05,Flixora,Nordeste,55+,Com anúncios,Infantil,Tablet,12026,821,841,7.0,20.82,34.9,50.1,7.62,53,4209,21,26.53,419707.4
2025-05,Flixora,Nordeste,55+,Padrão,Séries,Celular,20655,1212,1451,7.03,19.57,34.9,48.7,7.55,49,4347,23,31.33,720859.5
2025-05,Flixora,Nordeste,55+,Padrão,Filmes,Celular,16111,862,965,5.99,20.29,34.9,25.4,7.39,51,3976,19,43.62,562273.9
2025-05,Flixora,Nordeste,55+,Padrão,Documentários,Smart TV,9435,481,592,6.28,18.96,34.9,15.5,7.72,57,4053,14,31.71,329281.5
2025-05,Flixora,Nordeste,55+,Padrão,Reality,Notebook,15751,1322,1156,7.34,18.31,34.9,25.2,7.58,56,4308,33,26.55,549709.9
2025-05,Flixora,Nordeste,55+,Padrão,Infantil,Celular,13853,804,878,6.34,16.61,34.9,35.5,7.62,52,4256,25,20.61,483469.7
2025-05,Flixora,Nordeste,55+,Premium,Séries,Smart TV,13111,1003,924,7.05,20.26,34.9,41.5,7.5,46,4701,24,22.86,457573.9
2025-05,Flixora,Nordeste,55+,Premium,Filmes,Celular,16229,857,1239,7.63,19.96,34.9,33.6,7.78,37,4527,26,29.59,566392.1
2025-05,Flixora,Nordeste,55+,Premium,Documentários,Console,16072,1057,1024,6.37,20.76,34.9,24.6,7.75,53,3924,8,25.61,560912.8
2025-05,Flixora,Nordeste,55+,Premium,Reality,Celular,19148,776,1197,6.25,18.85,34.9,35.2,7.54,44,3942,22,40.74,668265.2
2025-05,Flixora,Nordeste,55+,Premium,Infantil,Celular,10030,549,747,7.45,22.92,34.9,53.7,7.33,47,4617,17,27.6,350047.0
2025-05,Flixora,Centro-Oeste,18-24,Com anúncios,Séries,Smart TV,16766,637,1159,6.91,20.41,34.9,46.8,7.6,51,4007,20,20.75,585133.4
2025-05,Flixora,Centro-Oeste,18-24,Com anúncios,Filmes,Smart TV,17624,1250,1086,6.16,21.21,34.9,33.6,7.58,45,4706,30,32.27,615077.6
2025-05,Flixora,Centro-Oeste,18-24,Com anúncios,Documentários,Celular,14226,834,778,5.47,19.18,34.9,22.3,7.92,63,4090,24,25.85,496487.4
2025-05,Flixora,Centro-Oeste,18-24,Com anúncios,Reality,Smart TV,11535,557,772,6.69,18.85,34.9,34.4,7.9,64,4149,28,34.6,402571.5
2025-05,Flixora,Centro-Oeste,18-24,Com anúncios,Infantil,Notebook,15693,787,964,6.15,21.77,34.9,28.1,7.47,37,3798,25,36.71,547685.7
2025-05,Flixora,Centro-Oeste,18-24,Padrão,Séries,Celular,13390,819,900,6.73,19.72,34.9,49.0,7.9,59,4012,20,35.22,467311.0
2025-05,Flixora,Centro-Oeste,18-24,Padrão,Filmes,Smart TV,12075,774,870,7.21,20.6,34.9,37.2,7.7,52,4228,18,36.03,421417.5
2025-05,Flixora,Centro-Oeste,18-24,Padrão,Documentários,Tablet,14378,772,1043,7.26,20.11,34.9,15.7,7.15,46,3945,24,35.18,501792.2
2025-05,Flixora,Centro-Oeste,18-24,Padrão,Reality,Smart TV,13531,695,962,7.11,21.58,34.9,28.0,7.47,60,4082,31,33.48,472231.9
2025-05,Flixora,Centro-Oeste,18-24,Padrão,Infantil,Celular,17831,1541,1231,6.9,19.92,34.9,36.6,7.35,55,4187,22,38.79,622301.9
2025-05,Flixora,Centro-Oeste,18-24,Premium,Séries,Smart TV,11662,638,834,7.15,21.52,34.9,46.1,7.3,42,4260,23,30.52,407003.8
2025-05,Flixora,Centro-Oeste,18-24,Premium,Filmes,Smart TV,19038,1618,1210,6.36,20.6,34.9,32.5,7.73,55,4685,17,34.94,664426.2
2025-05,Flixora,Centro-Oeste,18-24,Premium,Documentários,Tablet,16708,1139,1129,6.76,21.1,34.9,22.6,7.82,48,4469,20,28.73,583109.2
2025-05,Flixora,Centro-Oeste,18-24,Premium,Reality,Celular,14569,643,982,6.74,20.85,34.9,36.1,7.44,58,4300,20,35.16,508458.1
2025-05,Flixora,Centro-Oeste,18-24,Premium,Infantil,Celular,12324,1078,890,7.23,20.25,34.9,34.3,7.77,53,3716,23,30.76,430107.6
2025-05,Flixora,Centro-Oeste,25-34,Com anúncios,Séries,Notebook,17260,1098,1171,6.79,21.18,34.9,47.2,7.6,55,4768,28,39.28,602374.0
2025-05,Flixora,Centro-Oeste,25-34,Com anúncios,Filmes,Smart TV,11591,692,789,6.81,19.07,34.9,35.3,7.66,52,4269,24,38.58,404525.9
2025-05,Flixora,Centro-Oeste,25-34,Com anúncios,Documentários,Celular,14824,1285,1057,7.14,21.15,34.9,22.2,7.92,56,3744,20,35.29,517357.6
2025-05,Flixora,Centro-Oeste,25-34,Com anúncios,Reality,Celular,12597,972,787,6.25,21.65,34.9,28.9,7.74,44,3516,19,35.75,439635.3
2025-05,Flixora,Centro-Oeste,25-34,Com anúncios,Infantil,Celular,10258,844,710,6.92,21.16,34.9,36.3,7.89,69,4040,30,28.31,358004.2
2025-05,Flixora,Centro-Oeste,25-34,Padrão,Séries,Smart TV,9305,610,708,7.62,19.01,34.9,50.9,7.92,60,4434,30,33.11,324744.5
2025-05,Flixora,Centro-Oeste,25-34,Padrão,Filmes,Smart TV,18352,1537,1217,6.63,18.76,34.9,29.2,7.35,53,4738,23,28.18,640484.8
2025-05,Flixora,Centro-Oeste,25-34,Padrão,Documentários,Celular,15846,1216,1078,6.8,22.16,34.9,23.9,7.43,48,4006,38,27.47,553025.4
2025-05,Flixora,Centro-Oeste,25-34,Padrão,Reality,Smart TV,12901,1111,787,6.1,19.41,34.9,39.1,7.65,41,4360,22,28.33,450244.9
2025-05,Flixora,Centro-Oeste,25-34,Padrão,Infantil,Smart TV,13059,971,945,7.24,18.12,34.9,37.4,7.68,45,4030,16,37.69,455759.1
2025-05,Flixora,Centro-Oeste,25-34,Premium,Séries,Celular,14159,1259,917,6.48,21.17,34.9,45.0,7.8,59,4319,20,27.08,494149.1
2025-05,Flixora,Centro-Oeste,25-34,Premium,Filmes,Smart TV,17172,868,1241,7.23,20.46,34.9,27.4,7.49,44,3770,22,22.07,599302.8
2025-05,Flixora,Centro-Oeste,25-34,Premium,Documentários,Celular,11619,682,711,6.12,18.6,34.9,24.6,7.46,49,4028,28,34.51,405503.1
2025-05,Flixora,Centro-Oeste,25-34,Premium,Reality,Smart TV,14349,648,882,6.15,19.96,34.9,34.7,7.52,48,4308,25,31.03,500780.1
2025-05,Flixora,Centro-Oeste,25-34,Premium,Infantil,Smart TV,17822,1584,1242,6.97,19.2,34.9,40.7,7.63,53,4465,28,28.93,621987.8
2025-05,Flixora,Centro-Oeste,35-44,Com anúncios,Séries,Celular,15880,1343,951,5.99,21.13,34.9,37.2,7.97,62,4028,28,22.68,554212.0
2025-05,Flixora,Centro-Oeste,35-44,Com anúncios,Filmes,Smart TV,11290,870,831,7.37,19.2,34.9,33.5,8.01,75,3953,19,37.36,394021.0
2025-05,Flixora,Centro-Oeste,35-44,Com anúncios,Documentários,Notebook,11607,1006,875,7.54,21.04,34.9,21.8,7.58,45,4427,34,22.36,405084.3
2025-05,Flixora,Centro-Oeste,35-44,Com anúncios,Reality,Celular,9352,389,571,6.11,19.38,34.9,26.2,7.97,59,3957,26,25.22,326384.8
2025-05,Flixora,Centro-Oeste,35-44,Com anúncios,Infantil,Notebook,17258,1294,1209,7.01,23.72,34.9,41.4,7.3,50,4065,30,29.24,602304.2
2025-05,Flixora,Centro-Oeste,35-44,Padrão,Séries,Smart TV,15710,1162,1039,6.62,20.13,34.9,51.9,7.98,60,4179,26,25.48,548279.0
2025-05,Flixora,Centro-Oeste,35-44,Padrão,Filmes,Smart TV,14076,918,868,6.17,20.71,34.9,40.4,7.84,53,3941,20,40.56,491252.4
2025-05,Flixora,Centro-Oeste,35-44,Padrão,Documentários,Notebook,14193,581,904,6.37,18.89,34.9,18.4,7.2,34,3967,16,30.15,495335.7
2025-05,Flixora,Centro-Oeste,35-44,Padrão,Reality,Tablet,16164,652,876,5.42,20.3,34.9,37.4,7.58,58,4120,18,39.75,564123.6
2025-05,Flixora,Centro-Oeste,35-44,Padrão,Infantil,Smart TV,14131,733,721,5.1,21.38,34.9,30.6,7.68,66,4272,37,32.46,493171.9
2025-05,Flixora,Centro-Oeste,35-44,Premium,Séries,Smart TV,9434,594,572,6.07,20.25,34.9,43.4,7.8,54,4467,25,32.32,329246.6
2025-05,Flixora,Centro-Oeste,35-44,Premium,Filmes,Notebook,17513,1556,1084,6.19,19.74,34.9,31.8,7.94,64,3725,18,20.98,611203.7
2025-05,Flixora,Centro-Oeste,35-44,Premium,Documentários,Smart TV,18702,1493,1417,7.58,19.97,34.9,19.2,7.78,68,4373,22,31.95,652699.8
2025-05,Flixora,Centro-Oeste,35-44,Premium,Reality,Smart TV,6162,472,376,6.12,20.1,34.9,24.7,7.61,44,4123,28,33.19,215053.8
2025-05,Flixora,Centro-Oeste,35-44,Premium,Infantil,Smart TV,9172,611,675,7.36,18.46,34.9,34.6,8.25,76,3953,23,32.14,320102.8
2025-05,Flixora,Centro-Oeste,45-54,Com anúncios,Séries,Notebook,12285,946,807,6.57,19.91,34.9,40.5,7.25,40,4273,18,43.69,428746.5
2025-05,Flixora,Centro-Oeste,45-54,Com anúncios,Filmes,Celular,15261,1251,1015,6.65,19.38,34.9,34.0,7.23,51,3528,26,34.12,532608.9
2025-05,Flixora,Centro-Oeste,45-54,Com anúncios,Documentários,Smart TV,12240,1029,839,6.86,22.74,34.9,13.8,7.49,51,3700,28,34.68,427176.0
2025-05,Flixora,Centro-Oeste,45-54,Com anúncios,Reality,Celular,11994,513,937,7.81,20.02,34.9,22.2,7.47,42,3451,26,21.77,418590.6
2025-05,Flixora,Centro-Oeste,45-54,Com anúncios,Infantil,Smart TV,17870,1412,1469,8.22,21.68,34.9,40.0,7.31,46,4045,9,34.7,623663.0
2025-05,Flixora,Centro-Oeste,45-54,Padrão,Séries,Celular,17116,804,1362,7.96,18.49,34.9,46.7,7.77,55,3786,31,29.94,597348.4
2025-05,Flixora,Centro-Oeste,45-54,Padrão,Filmes,Celular,14591,1148,987,6.77,22.61,34.9,35.6,7.54,43,4565,14,38.1,509225.9
2025-05,Flixora,Centro-Oeste,45-54,Padrão,Documentários,Smart TV,13747,624,870,6.33,20.3,34.9,15.5,7.98,59,3795,18,34.27,479770.3
2025-05,Flixora,Centro-Oeste,45-54,Padrão,Reality,Smart TV,16838,1080,1106,6.57,20.18,34.9,26.9,7.82,53,3646,21,19.84,587646.2
2025-05,Flixora,Centro-Oeste,45-54,Padrão,Infantil,Smart TV,8855,605,555,6.28,18.74,34.9,33.1,7.8,52,4755,12,35.71,309039.5
2025-05,Flixora,Centro-Oeste,45-54,Premium,Séries,Smart TV,22229,1366,1514,6.81,20.33,34.9,44.7,7.7,49,5155,29,29.53,775792.1
2025-05,Flixora,Centro-Oeste,45-54,Premium,Filmes,Smart TV,14874,878,1062,7.14,19.92,34.9,41.2,7.77,55,3754,20,27.32,519102.6
2025-05,Flixora,Centro-Oeste,45-54,Premium,Documentários,Notebook,12735,776,967,7.6,21.67,34.9,16.3,7.88,54,3982,27,24.97,444451.5
2025-05,Flixora,Centro-Oeste,45-54,Premium,Reality,Smart TV,17784,1109,1238,6.96,23.56,34.9,41.0,7.67,55,4052,32,52.75,620661.6
2025-05,Flixora,Centro-Oeste,45-54,Premium,Infantil,Celular,19047,1523,1432,7.52,21.67,34.9,41.6,7.76,69,3722,17,29.02,664740.3
2025-05,Flixora,Centro-Oeste,55+,Com anúncios,Séries,Celular,16521,614,1044,6.32,19.62,34.9,50.9,7.42,37,4323,21,19.95,576582.9
2025-05,Flixora,Centro-Oeste,55+,Com anúncios,Filmes,Celular,18557,1199,1333,7.19,21.62,34.9,36.6,7.52,30,4304,25,47.41,647639.3
2025-05,Flixora,Centro-Oeste,55+,Com anúncios,Documentários,Smart TV,14725,1267,1011,6.87,20.53,34.9,15.2,7.58,48,4518,25,27.04,513902.5
2025-05,Flixora,Centro-Oeste,55+,Com anúncios,Reality,Smart TV,16542,1267,1029,6.22,19.62,34.9,39.8,7.47,58,3482,32,36.45,577315.8
2025-05,Flixora,Centro-Oeste,55+,Com anúncios,Infantil,Celular,9406,419,597,6.35,20.04,34.9,28.6,7.41,38,4374,19,29.91,328269.4
2025-05,Flixora,Centro-Oeste,55+,Padrão,Séries,Smart TV,15249,1117,1054,6.91,19.14,34.9,36.2,7.5,55,4032,23,28.04,532190.1
2025-05,Flixora,Centro-Oeste,55+,Padrão,Filmes,Celular,16049,592,1176,7.33,19.85,34.9,36.2,7.96,63,4117,30,24.46,560110.1
2025-05,Flixora,Centro-Oeste,55+,Padrão,Documentários,Smart TV,16736,993,1213,7.25,19.19,34.9,32.4,7.76,62,3926,26,36.1,584086.4
2025-05,Flixora,Centro-Oeste,55+,Padrão,Reality,Tablet,16774,855,1118,6.67,20.51,34.9,35.6,7.91,52,4196,25,19.79,585412.6
2025-05,Flixora,Centro-Oeste,55+,Padrão,Infantil,Smart TV,12196,1048,855,7.02,17.7,34.9,44.5,7.4,49,4587,30,24.75,425640.4
2025-05,Flixora,Centro-Oeste,55+,Premium,Séries,Smart TV,12605,991,828,6.57,21.1,34.9,47.1,7.38,56,4557,11,31.0,439914.5
2025-05,Flixora,Centro-Oeste,55+,Premium,Filmes,Smart TV,15438,993,1072,6.95,20.18,34.9,42.0,7.3,40,3837,30,32.84,538786.2
